0,20
1,30
2,20
3,20
4,40
5,30
6,20
7,20
8,20
9,40
10,20
11,40
12,60
13,70
14,40
15,30
16,20
17,20
18,10
19,40
20,30
21,30
22,20
23,30
24,50
25,20
26,10
27,40
28,40
29,50
30,30
31,40
32,20
33,40
34,50
35,50
36,10
37,20
38,60
39,20
40,40
41,10
42,40
43,60
44,50
45,40
46,10
47,30
48,40
49,50
50,40
51,20
52,50
53,50
54,90
55,60
56,10
57,20
58,80
59,60
60,50
61,10
62,20
63,50
64,40
65,10
66,10
67,20
68,10
69,20
70,80
71,50
72,70
73,30
74,40
75,40
76,40
77,20
78,30
79,80
80,30
81,40
82,50
83,30
84,20
85,30
86,60
87,30
88,50
89,50
90,80
91,80
92,40
93,90
94,70
95,100
96,10
97,20
98,0
99,40
100,20
101,70
102,50
103,40
104,110
105,80
106,60
107,30
108,70
109,40
110,20
111,50
112,60
113,10
114,40
115,30
116,30
117,40
118,80
119,70
120,40
121,110
122,30
123,20
124,0
125,50
126,100
127,70
128,20
129,20
130,10
131,20
132,10
133,60
134,40
135,20
136,40
137,80
138,80
139,20
140,50
141,80
142,40
143,60
144,40
145,20
146,60
147,20
148,20
149,20
150,30
151,20
152,10
153,20
154,10
155,50
156,70
157,20
158,80
159,30
160,30
161,70
162,30
163,30
164,50
165,80
166,40
167,20
168,30
169,40
170,10
171,30
172,30
173,30
174,40
175,90
176,50
177,20
178,100
179,50
180,40
181,50
182,80
183,50
184,50
185,40
186,50
187,40
188,40
189,30
190,20
191,40
192,20
193,20
194,50
195,40
196,20
197,30
198,30
199,70
200,80
201,70
202,50
203,40
204,0
205,10
206,50
207,40
208,20
209,30
210,70
211,70
212,40
213,70
214,40
215,70
216,130
217,30
218,60
219,30
220,30
221,20
222,40
223,40
224,0
225,20
226,40
227,30
228,40
229,60
230,30
231,20
232,30
233,70
234,20
235,60
236,80
237,80
238,110
239,30
240,30
241,40
242,30
243,20
244,50
245,30
246,70
247,80
248,30
249,30
250,50
251,40
252,80
253,60
254,20
255,30
256,90
257,40
258,40
259,60
260,20
261,10
262,30
263,0
264,10
265,10
266,0
267,40
268,60
269,50
270,50
271,40
272,60
273,20
274,10
275,20
276,50
277,0
278,40
279,10
280,60
281,40
282,30
283,40
284,20
285,40
286,20
287,50
288,100
289,40
290,10
291,40
292,40
293,40
294,70
295,0
296,30
297,50
298,20
299,30
300,20
301,10
302,30
303,40
304,20
305,20
306,30
307,40
308,40
309,20
310,70
311,40
312,40
313,40
314,20
315,50
316,30
317,20
318,30
319,50
320,40
321,20
322,20
323,10
324,50
325,20
326,20
327,40
328,30
329,30
330,40
331,40
332,30
333,70
334,50
335,20
336,10
337,50
338,50
339,70
340,10
341,40
342,60
343,60
344,10
345,40
346,30
347,60
348,40
349,10
350,50
351,40
352,40
353,50
354,70
355,60
356,50
357,30
358,60
359,40
360,10
361,40
362,40
363,90
364,30
365,40
366,40
367,50
368,60
369,50
370,40
371,30
372,0
373,50
374,40
375,40
376,20
377,30
378,50
379,20
380,20
381,50
382,70
383,60
384,40
385,90
386,0
387,40
388,40
389,40
390,40
391,20
392,30
393,20
394,50
395,40
396,40
397,10
398,40
399,70
400,20
401,30
402,70
403,110
404,120
405,60
406,50
407,80
408,30
409,30
410,30
411,20
412,40
413,20
414,40
415,40
416,70
417,50
418,70
419,70
420,50
421,60
422,90
423,50
424,100
425,30
426,50
427,70
428,20
429,50
430,10
431,40
432,10
433,50
434,30
435,50
436,30
437,50
438,60
439,30
440,40
441,50
442,70
443,30
444,80
445,30
446,50
447,50
448,20
449,60
450,50
451,40
452,50
453,50
454,60
455,10
456,20
457,20
458,10
459,30
460,20
461,30
462,40
463,40
464,30
465,70
466,100
467,60
468,60
469,20
470,40
471,40
472,30
473,0
474,60
475,30
476,20
477,20
478,40
479,60
480,40
481,20
482,70
483,60
484,0
485,20
486,10
487,50
488,40
489,50
490,40
491,40
492,70
493,110
494,130
495,40
496,10
497,30
498,20
499,60
500,60
501,30
502,20
503,30
504,70
505,10
506,0
507,0
508,0
509,0
510,10
511,0
512,70
513,50
514,110
515,80
516,80
517,150
518,110
519,120
520,20
521,30
522,10
523,20
524,20
525,60
526,30
527,70
528,40
529,30
530,30
531,40
532,20
533,40
534,20
535,0
536,0
537,40
538,20
539,50
540,20
541,90
542,100
543,90
544,90
545,50
546,20
547,20
548,30
549,20
550,50
551,30
552,10
553,30
554,20
555,30
556,20
557,10
558,10
559,0
560,30
561,80
562,50
563,50
564,80
565,70
566,50
567,110
568,50
569,60
570,50
571,20
572,40
573,60
574,0
575,20
576,40
577,20
578,20
579,10
580,20
581,0
582,20
583,10
584,80
585,110
586,100
587,110
588,80
589,140
590,80
591,90
592,30
593,30
594,50
595,20
596,10
597,10
598,30
599,30
600,20
601,0
602,0
603,10
604,30
605,30
606,10
607,80
608,80
609,90
610,90
611,50
612,60
613,120
614,70
615,40
616,30
617,20
618,20
619,0
620,10
621,10
622,0
623,0
624,0
625,20
626,10
627,10
628,0
629,0
630,60
631,60
632,70
633,100
634,40
635,30
636,50
637,90
638,10
639,20
640,20
641,10
642,30
643,10
644,10
645,0
646,0
647,10
648,0
649,0
650,10
651,20
652,10
653,140
654,120
655,60
656,60
657,90
658,100
659,180
660,180
661,0
662,0
663,20
664,40
665,10
666,10
667,30
668,40
669,10
670,0
671,30
672,20
673,30
674,20
675,0
676,20
677,90
678,50
679,90
680,30
681,100
682,140
683,170
684,0
685,10
686,10
687,40
688,10
689,0
690,10
691,10
692,30
693,10
694,10
695,20
696,20
697,40
698,0
699,50
700,110
701,90
702,190
703,140
704,140
705,100
706,80
707,30
708,10
709,10
710,0
711,20
712,30
713,0
714,0
715,10
716,260
717,320
718,300
719,280
720,310
721,270
722,270
723,410
724,290
725,100
726,110
727,100
728,90
729,100
730,130
731,120
732,110
733,10
734,0
735,10
736,0
737,20
738,20
739,10
740,10
741,280
742,340
743,330
744,250
745,250
746,310
747,310
748,290
749,340
750,360
751,280
752,310
753,290
754,130
755,80
756,80
757,110
758,180
759,90
760,100
761,30
762,0
763,0
764,60
765,0
766,0
767,10
768,0
769,230
770,370
771,380
772,320
773,270
774,350
775,360
776,340
777,290
778,290
779,280
780,220
781,190
782,270
783,170
784,60
785,50
786,130
787,110
788,90
789,150
790,40
791,0
792,20
793,10
794,10
795,10
796,20
797,20
798,320
799,240
800,320
801,270
802,310
803,380
804,260
805,270
806,250
807,270
808,270
809,350
810,340
811,350
812,150
813,120
814,170
815,170
816,150
817,150
818,160
819,100
820,270
821,10
822,30
823,10
824,240
825,300
826,290
827,250
828,250
829,300
830,290
831,260
832,270
833,310
834,250
835,330
836,250
837,350
838,370
839,390
840,60
841,140
842,130
843,90
844,110
845,120
846,250
847,320
848,200
849,140
850,280
851,350
852,320
853,330
854,230
855,240
856,290
857,330
858,270
859,270
860,290
861,280
862,270
863,420
864,290
865,190
866,230
867,300
868,260
869,340
870,300
871,170
872,250
873,310
874,230
875,150
876,260
