Type,Date-Time,Latitude,Longitude,Grid
강간,2016-6-7 4:40:6,37.56139702,127.0109024,4
폭행,2016-6-23 3:34:7,37.55373734,127.0168628,36
절도,2016-8-20 21:0:29,37.55394171,127.0160981,32
절도,2016-1-24 21:3:8,37.55137174,127.0122949,46
절도,2016-9-19 8:19:29,37.56485256,126.9965811,115
폭행,2016-6-7 9:54:55,37.55743102,127.0196626,98
절도,2016-7-12 13:5:33,37.54588053,127.0067396,79
절도,2016-9-24 1:23:17,37.54947661,127.0137642,63
절도,2016-3-15 21:40:41,37.56284647,127.0104875,6
폭행,2016-10-8 2:9:33,37.5481076,127.0118433,66
절도,2016-8-30 17:44:21,37.55303707,127.0164549,37
절도,2016-7-11 3:24:48,37.54866519,127.0086723,92
절도,2016-9-7 21:3:14,37.55399321,127.0125969,26
폭행,2016-1-8 4:43:12,37.55869754,126.9783232,120
절도,2016-3-8 18:49:30,37.54445688,127.0076947,83
절도,2016-2-16 6:59:43,37.5497905,127.0100615,60
절도,2016-11-7 21:35:10,37.54946116,127.009153,59
폭행,2016-9-7 20:47:39,37.55553764,127.015381,20
절도,2016-8-22 12:29:45,37.55255918,127.0146575,48
절도,2016-10-19 10:43:7,37.55425641,127.0153948,31
폭행,2016-7-12 23:52:10,37.5616471,127.0095932,3
폭행,2016-6-12 21:38:21,37.5512194,127.0145865,49
절도,2016-11-17 6:15:44,37.55043556,127.0131454,52
절도,2016-12-3 14:14:10,37.55499141,127.0130067,28
절도,2016-5-16 9:5:31,37.54932195,127.0091065,59
폭행,2016-5-2 21:49:4,37.55808526,127.0150015,95
절도,2016-5-27 6:3:6,37.56359172,127.0082757,103
폭행,2016-11-5 17:13:37,37.54390105,127.0071428,85
절도,2016-4-4 13:47:24,37.5564319,127.0116509,9
절도,2016-2-14 22:37:18,37.55924811,126.9801867,121
폭행,2016-11-13 13:31:8,37.54850072,127.008628,92
절도,2016-2-24 2:6:49,37.55793129,127.0162165,97
절도,2016-11-20 2:23:50,37.54998509,127.010673,60
폭행,2016-3-21 23:16:21,37.54802572,127.0054986,89
폭행,2016-1-30 20:10:54,37.55348726,127.0174079,35
절도,2016-2-22 15:45:2,37.55123595,127.0130396,46
절도,2016-9-13 18:27:0,37.54859397,127.0093509,69
절도,2016-7-10 15:32:50,37.55298247,127.0156472,37
폭행,2016-1-5 5:31:5,37.55153228,127.0109628,55
폭행,2016-5-5 3:0:7,37.5532813,127.016037,37
폭행,2016-9-15 6:52:11,37.54705733,127.0083321,81
절도,2016-4-24 19:3:34,37.5470278,127.0084756,81
절도,2016-4-3 21:38:21,37.55015221,127.0142128,51
절도,2016-3-5 9:23:39,37.54636237,127.0069346,79
절도,2016-2-17 21:57:32,37.56236103,127.0090646,2
폭행,2016-4-24 4:27:25,37.55862315,126.9801778,119
절도,2016-1-21 15:52:41,37.54721087,127.0089207,72
절도,2016-3-29 4:8:47,37.55581676,127.0167265,18
폭행,2016-6-3 0:51:29,37.55334599,127.0110356,57
절도,2016-6-21 9:35:40,37.54504347,127.008202,82
절도,2016-7-31 22:43:9,37.54773285,127.0097853,68
절도,2016-5-29 1:52:44,37.5636769,127.0107339,101
폭행,2016-8-15 19:36:10,37.55168343,127.0150601,49
절도,2016-2-19 13:17:41,37.54719934,127.0090125,72
절도,2016-9-9 14:54:25,37.5560018,127.016803,18
폭행,2016-8-13 22:55:34,37.54392184,127.0091639,84
절도,2016-10-11 23:38:51,37.5528276,127.0161038,37
폭행,2016-8-25 11:5:59,37.55002588,127.014415,63
절도,2016-9-22 4:29:7,37.54562362,127.0078128,80
절도,2016-8-21 13:10:10,37.55242126,127.0115354,43
절도,2016-9-11 10:49:31,37.55912511,126.9786335,117
절도,2016-2-6 3:13:29,37.56519808,127.0085255,107
절도,2016-12-27 20:6:22,37.55523886,127.0162177,33
절도,2016-12-24 24:53:41,37.54895455,127.0126397,64
절도,2016-2-14 20:16:37,37.54743168,127.006781,90
절도,2016-4-19 9:57:40,37.55222982,127.0124627,45
절도,2016-5-27 10:7:46,37.56463162,126.9971874,115
폭행,2016-5-31 16:3:41,37.55544773,127.0166369,19
폭행,2016-11-5 12:52:14,37.54391302,127.007657,83
절도,2016-2-27 19:39:32,37.55659782,127.0128665,10
폭행,2016-10-21 14:42:28,37.55486409,127.0177927,34
폭행,2016-3-7 3:22:54,37.56344116,127.009589,7
절도,2016-10-16 15:9:0,37.5507579,127.0131147,52
