폭행,2018-11-7 19:14:35,37.55504089,126.993324,479
절도,2018-4-7 6:46:29,37.5653313,127.0115983,869
폭행,2018-6-14 0:52:39,37.56967771,127.0137656,914
폭행,2018-5-21 7:12:28,37.5700525,127.0213971,1050
절도,2018-10-16 12:32:11,37.56247821,126.980912,257
폭행,2018-12-11 17:32:34,37.55288003,127.0109807,858
폭행,2018-6-26 18:6:13,37.5650112,127.0108666,845
절도,2018-7-12 18:49:19,37.56034048,126.9743849,146
폭행,2018-4-8 12:59:7,37.55289648,127.0106782,858
절도,2018-7-7 18:28:2,37.56029213,126.9909674,430
폭행,2018-4-16 7:29:32,37.55317236,126.9994398,602
절도,2018-7-6 14:3:45,37.55799767,126.9896477,413
절도,2018-12-25 5:12:13,37.56490561,126.9799457,235
폭행,2018-9-26 0:34:31,37.55135353,126.9905018,420
폭행,2018-8-4 17:12:44,37.55606197,126.9673697,52
절도,2018-10-26 21:1:0,37.56879312,127.0234032,1069
절도,2018-11-26 17:44:9,37.56306445,127.0260047,1103
절도,2018-7-6 18:50:30,37.54607663,127.0047492,724
절도,2018-5-11 18:32:36,37.56219566,126.9756626,163
폭행,2018-12-13 7:5:34,37.55901297,127.0112675,876
절도,2018-9-1 24:24:32,37.56309997,126.9977102,567
폭행,2018-6-4 13:29:39,37.55505372,127.0029013,669
절도,2018-1-10 12:16:37,37.56654203,126.990583,423
절도,2018-12-16 9:16:58,37.55847614,127.0082971,795
폭행,2018-7-16 21:46:59,37.5587085,127.0155811,949
폭행,2018-3-28 3:18:35,37.55631608,127.0139185,928
폭행,2018-3-14 11:19:51,37.56547694,127.0081012,787
절도,2018-4-1 15:44:32,37.55417364,126.9646039,32
절도,2018-8-15 11:38:39,37.55517375,127.0126012,906
폭행,2018-11-9 21:31:21,37.55403258,127.0024836,670
폭행,2018-2-21 6:17:36,37.56377595,126.9703464,91
폭행,2018-10-23 3:47:18,37.56911432,127.0165119,958
절도,2018-4-8 0:15:34,37.56413922,126.9810629,255
폭행,2018-6-11 3:38:35,37.55728419,126.9683462,66
폭행,2018-2-28 22:43:13,37.55621209,126.9696172,84
절도,2018-12-19 6:41:27,37.56710535,126.9773699,195
강간,2018-2-26 18:59:46,37.55757741,127.0217091,1064
절도,2018-1-22 18:14:28,37.56172978,126.973947,144
강간,2018-6-7 16:59:8,37.55021354,127.0092123,833
절도,2018-7-4 3:50:47,37.55799338,126.9923201,454
폭행,2018-5-5 19:45:53,37.55344519,126.9872281,378
폭행,2018-3-8 6:52:25,37.55218012,127.012875,909
폭행,2018-9-30 13:12:24,37.56939809,126.9989838,584
절도,2018-2-1 16:44:58,37.56785675,126.98494,325
절도,2018-11-8 22:38:36,37.56230801,126.9901366,408
폭행,2018-12-26 7:51:0,37.56909146,127.00206,653
절도,2018-6-26 14:47:44,37.55433223,127.0110008,857
폭행,2018-1-11 21:5:31,37.56388486,126.996396,542
폭행,2018-2-26 1:55:57,37.55858267,126.9920899,453
절도,2018-4-12 13:59:57,37.5633115,126.9838641,312
절도,2018-5-21 21:15:41,37.55695107,127.0026676,667
폭행,2018-9-2 8:55:19,37.55870877,126.964361,17
폭행,2018-5-8 22:28:49,37.5645134,126.9894629,405
폭행,2018-9-5 22:25:28,37.55607542,127.009803,827
폭행,2018-6-15 0:11:17,37.54722501,126.9951245,536
절도,2018-9-8 12:51:29,37.56078751,126.9664258,34
절도,2018-9-7 11:11:52,37.55662448,126.9646894,29
폭행,2018-2-23 20:9:55,37.56842074,126.9957963,512
폭행,2018-7-2 22:34:58,37.56153256,126.9899472,409
폭행,2018-3-13 1:41:5,37.55800448,126.9650664,28
폭행,2018-4-12 18:21:34,37.55666194,126.9723539,132
절도,2018-5-7 21:36:11,37.55693264,126.9805322,263
