Type,Date-Time,Latitude,Longitude,Grid
폭행,2017-6-9 11:21:52,37.55281498,127.0115667,41
폭행,2017-4-12 20:4:33,37.56503704,126.99688,115
절도,2017-5-31 21:28:10,37.55586522,127.0187091,17
절도,2017-5-25 18:43:16,37.55608858,127.0170024,18
절도,2017-8-16 19:16:20,37.54573004,127.0077066,80
절도,2017-5-17 22:21:23,37.55033075,127.0134732,51
절도,2017-12-28 13:37:53,37.54913045,127.0091165,59
절도,2017-5-15 7:51:25,37.55705833,127.0141099,12
폭행,2017-8-13 19:42:55,37.54463153,127.0079619,83
폭행,2017-4-27 7:35:34,37.56253621,127.0082932,1
폭행,2017-6-14 2:20:31,37.56236212,126.9867855,112
폭행,2017-3-23 4:6:0,37.55448398,127.0120185,27
폭행,2017-12-14 3:15:4,37.5540319,127.0167727,36
절도,2017-12-20 22:28:19,37.54588448,127.0094759,73
폭행,2017-2-24 21:59:8,37.56498982,126.9958281,114
폭행,2017-9-9 6:41:53,37.54404209,127.0074139,85
폭행,2017-12-24 2:46:52,37.54718704,127.0094692,72
절도,2017-6-1 16:2:18,37.5537343,127.0163305,32
폭행,2017-12-18 8:58:59,37.5550429,127.0170497,34
폭행,2017-2-7 3:53:37,37.55774997,127.015418,95
폭행,2017-5-7 22:26:12,37.56333063,127.007426,105
절도,2017-10-11 19:37:0,37.55000716,127.0130481,62
폭행,2017-5-23 14:49:4,37.54793722,127.0079245,93
폭행,2017-8-7 10:8:51,37.55441541,127.0176797,36
폭행,2017-6-5 14:25:14,37.54630209,127.0077562,80
절도,2017-12-10 17:5:55,37.55410549,127.0140651,29
폭행,2017-6-25 5:23:14,37.55707694,127.0188293,15
폭행,2017-5-18 18:12:1,37.54414497,127.0085224,83
절도,2017-10-18 17:22:19,37.55619138,127.0119533,23
절도,2017-12-22 20:34:7,37.54465576,127.0063149,87
폭행,2017-9-20 23:0:1,37.55959305,126.9793854,121
절도,2017-3-14 5:31:41,37.5468351,127.0069901,77
폭행,2017-3-11 24:47:8,37.54654955,127.0088311,72
절도,2017-4-15 21:15:43,37.54963735,127.0106341,60
절도,2017-10-8 2:29:32,37.55313691,127.0143171,39
폭행,2017-11-10 14:44:9,37.56210968,127.0097655,2
절도,2017-8-22 14:57:55,37.55746476,127.0176901,96
절도,2017-2-10 24:19:7,37.56507232,127.0104355,108
절도,2017-1-12 3:51:8,37.55411057,127.0113681,27
폭행,2017-2-4 22:13:26,37.55492255,127.0112228,24
절도,2017-9-12 3:39:28,37.55841457,126.9793462,119
폭행,2017-4-26 23:37:17,37.54956483,127.0100999,60
폭행,2017-9-30 23:51:32,37.55104675,127.0148596,49
절도,2017-1-10 23:9:20,37.55101597,127.0124375,46
폭행,2017-9-27 16:56:58,37.56241793,126.9863538,112
폭행,2017-10-18 21:0:50,37.54382049,127.0065707,85
강간,2017-7-8 0:52:3,37.55235732,127.0157132,50
폭행,2017-3-1 19:38:17,37.5444964,127.0087954,84
절도,2017-11-14 8:51:37,37.55276224,127.0144834,38
절도,2017-5-19 22:39:59,37.5464601,127.0093188,72
절도,2017-6-1 22:25:44,37.56523053,127.0090893,106
폭행,2017-11-7 4:2:47,37.54824151,127.0118394,65
폭행,2017-5-27 3:36:2,37.54886056,127.0069969,91
절도,2017-1-13 5:52:9,37.54688288,127.0091205,72
절도,2017-3-9 18:32:31,37.55553641,127.0164328,19
절도,2017-3-28 1:40:52,37.5618228,127.008475,1
절도,2017-8-29 21:5:51,37.54744244,127.010663,67
폭행,2017-10-15 21:34:6,37.55195708,127.0140319,44
절도,2017-12-5 20:32:17,37.55048588,127.0099429,54
절도,2017-7-1 9:17:54,37.56507282,126.9967307,115
폭행,2017-7-5 19:28:40,37.55283335,127.0100218,57
절도,2017-9-23 15:45:9,37.54897546,127.0112731,65
절도,2017-8-26 5:42:55,37.54856027,127.0110011,71
폭행,2017-1-4 23:48:52,37.54640091,127.0096967,73
폭행,2017-12-9 9:55:8,37.54821568,127.0100597,67
절도,2017-5-28 0:25:19,37.56174862,126.9864328,112
절도,2017-6-5 11:22:28,37.55210336,127.0136091,44
폭행,2017-9-6 21:17:5,37.54964664,127.009711,59
절도,2017-6-21 3:5:20,37.56275141,126.9881432,110
강간,2017-11-26 21:3:48,37.55195819,127.0152508,48
폭행,2017-8-15 23:36:1,37.54742715,127.0070388,90
폭행,2017-4-20 21:27:22,37.55687946,127.0164468,13
폭행,2017-11-30 18:3:5,37.54946107,127.0115322,61
절도,2017-3-9 13:12:16,37.55721733,127.0182164,99
절도,2017-8-22 6:17:58,37.55263838,127.0102444,56
절도,2017-10-6 13:52:15,37.55741071,126.9799245,118
절도,2017-5-1 9:5:53,37.55374915,127.0173451,36
절도,2017-11-7 11:10:11,37.54989339,127.0126145,62
폭행,2017-12-12 6:58:55,37.55508554,127.011047,24
절도,2017-4-18 21:35:57,37.55713035,127.0132381,10
절도,2017-5-23 21:54:59,37.56216041,127.0082952,1
절도,2017-2-6 16:45:29,37.55665559,127.0138081,12
폭행,2017-2-2 6:7:10,37.54826543,127.0123143,64
폭행,2017-12-2 18:52:26,37.55425522,127.0119627,27
절도,2017-11-23 17:6:6,37.54921017,127.0141094,63
폭행,2017-7-3 1:34:41,37.55483456,127.0119569,24
절도,2017-8-17 7:12:43,37.56571477,126.9961132,113
폭행,2017-10-8 9:4:0,37.55471712,127.0111888,24
절도,2017-1-5 15:42:19,37.56491481,127.0082782,107
절도,2017-3-25 17:8:7,37.56287471,127.0105695,6
절도,2017-7-9 18:55:27,37.55528379,127.0160861,33
강간,2017-2-21 12:19:42,37.55295127,127.016839,35
절도,2017-10-19 6:59:25,37.55071403,127.0144062,51
폭행,2017-11-1 24:58:38,37.55174212,127.0143944,47
절도,2017-11-6 22:36:29,37.55760094,127.0193182,98
절도,2017-5-31 18:54:9,37.54745076,127.0101109,67
절도,2017-5-25 22:40:24,37.54439973,127.0066634,85
강간,2017-8-25 6:17:52,37.55346896,127.0120231,41
강간,2017-5-7 3:51:23,37.55701462,127.0169171,14
절도,2017-5-30 18:46:48,37.56313958,127.0065252,105
