폭행,2019-4-7 20:4:55,37.56350005,127.0086322,789
절도,2019-9-13 15:19:9,37.55430181,126.9857751,340
절도,2019-5-15 17:9:29,37.56415184,127.0274767,1106
절도,2019-9-8 3:40:9,37.56766459,126.982903,289
폭행,2019-4-27 21:49:42,37.55420305,127.0156501,975
절도,2019-10-7 14:26:11,37.55549127,127.0015588,645
폭행,2019-10-1 3:53:32,37.54650859,127.0047156,723
절도,2019-10-28 6:21:34,37.55128097,127.0132923,910
폭행,2019-2-14 18:56:39,37.55264263,127.0164248,977
폭행,2019-2-15 7:27:10,37.56879709,126.9914662,421
강간,2019-11-17 23:28:0,37.56450402,127.0272633,1105
폭행,2019-4-29 14:20:20,37.55572513,126.9677325,52
폭행,2019-1-6 11:39:59,37.55642976,126.997628,574
폭행,2019-12-28 15:7:48,37.55831783,126.9687129,65
폭행,2019-10-31 15:29:49,37.55910018,127.0106931,851
폭행,2019-12-15 5:18:12,37.56507349,126.9868321,346
폭행,2019-7-7 16:46:26,37.55878278,126.9883952,392
폭행,2019-1-6 16:51:56,37.5716329,127.0238748,1082
강간,2019-12-14 5:8:21,37.56728963,127.0004239,609
절도,2019-3-23 3:4:22,37.56784312,126.9726269,120
폭행,2019-6-20 24:30:6,37.55580568,126.9746218,170
절도,2019-8-27 21:26:26,37.56815781,126.9933572,464
폭행,2019-10-25 23:5:39,37.55473226,126.9911688,436
절도,2019-12-29 4:41:3,37.56853476,126.9851786,324
절도,2019-6-12 19:25:43,37.55214791,126.9970209,555
절도,2019-4-18 12:42:34,37.55308489,126.9933918,481
절도,2019-12-21 8:3:44,37.55549584,126.9629311,10
절도,2019-4-20 11:14:4,37.55709692,126.9852202,337
절도,2019-8-30 19:31:35,37.55627817,127.0092541,827
폭행,2019-3-9 18:45:33,37.56559824,127.0159741,962
절도,2019-9-21 9:7:13,37.56443872,127.012748,895
절도,2019-8-7 4:40:43,37.56236543,126.9982761,568
폭행,2019-2-28 17:37:40,37.56333094,126.9839545,312
폭행,2019-10-27 20:42:52,37.5515009,127.0124867,910
절도,2019-9-28 20:41:16,37.56848953,127.0090521,813
절도,2019-7-25 14:55:2,37.55353087,126.9904828,418
절도,2019-11-6 19:22:14,37.5608313,127.0132738,899
폭행,2019-6-2 20:39:43,37.56417198,126.9810588,255
절도,2019-5-13 19:43:18,37.5575377,126.9686624,66
절도,2019-6-8 18:34:0,37.55662074,126.9989318,598
폭행,2019-2-10 0:21:32,37.5668606,126.9938242,466
폭행,2019-3-9 18:6:22,37.56211026,127.0041294,684
폭행,2019-10-5 17:10:53,37.56886721,126.9751387,155
절도,2019-6-14 18:51:6,37.56387159,127.0176257,985
폭행,2019-10-14 2:29:35,37.554719,127.0138274,930
절도,2019-10-25 12:31:14,37.56925696,127.0246015,1085
절도,2019-4-29 13:52:4,37.5621687,126.99081,428
폭행,2019-6-17 13:0:53,37.55636014,127.0094777,826
절도,2019-10-9 17:53:51,37.56413298,126.9861131,347
폭행,2019-11-26 24:24:15,37.55075398,127.0074317,775
폭행,2019-8-11 18:7:48,37.55325048,126.9948805,504
절도,2019-6-1 18:58:6,37.55962444,127.0225376,1079
절도,2019-4-5 14:51:23,37.56864738,126.9780528,212
폭행,2019-10-15 13:23:53,37.55558453,127.0154197,952
절도,2019-8-12 7:52:36,37.55567543,126.9713123,116
폭행,2019-6-25 20:38:1,37.56841966,127.0035135,677
절도,2019-1-16 23:54:50,37.56792893,126.9939834,488
폭행,2019-9-16 3:53:42,37.56815082,126.9702134,86
폭행,2019-11-11 15:57:17,37.55639542,126.9741598,150
절도,2019-4-23 15:30:37,37.56122406,126.979103,220
