Type,Date-Time,Latitude,Longitude,Grid
절도,2018-4-3 19:19:38,37.54461898,127.0061302,88
폭행,2018-12-31 0:35:56,37.55385132,127.0159455,32
폭행,2018-9-27 17:37:18,37.54378713,127.0068489,85
폭행,2018-5-17 23:20:45,37.55623797,127.0115775,23
폭행,2018-3-12 17:54:20,37.56171742,127.0087583,1
강간,2018-12-18 0:8:51,37.55421314,127.0125043,26
폭행,2018-4-28 24:44:37,37.54569408,127.0063884,74
절도,2018-12-30 4:38:47,37.55279924,127.0143985,39
폭행,2018-11-24 24:53:48,37.55272682,127.0136569,39
폭행,2018-12-26 12:9:38,37.546996,127.0069763,77
절도,2018-5-30 20:45:44,37.55650668,127.0127765,10
폭행,2018-8-28 3:59:8,37.56174601,126.9868702,112
폭행,2018-9-8 11:24:49,37.56420324,127.0109377,101
폭행,2018-8-25 24:7:34,37.56257933,127.0081007,1
절도,2018-9-6 3:20:23,37.54883686,127.0100904,71
절도,2018-10-24 17:34:56,37.56522279,126.9966061,115
폭행,2018-12-25 21:18:41,37.55127833,127.0110042,55
절도,2018-3-8 12:48:34,37.55240558,127.0131169,45
폭행,2018-11-13 21:54:47,37.54624745,127.0084591,80
절도,2018-7-1 6:32:51,37.55661405,127.0129435,10
폭행,2018-4-12 3:2:26,37.54768427,127.0099088,67
폭행,2018-7-18 6:24:58,37.55211213,127.0141054,44
절도,2018-11-19 18:36:5,37.54881701,127.0128703,64
폭행,2018-8-28 9:51:52,37.55553895,127.0154045,20
절도,2018-8-13 13:51:6,37.56519636,126.9966185,115
폭행,2018-3-27 21:9:24,37.54774471,127.0103711,67
절도,2018-11-6 14:18:57,37.56220438,126.9868938,112
강간,2018-4-19 5:11:34,37.55016462,127.0130635,52
절도,2018-12-8 12:54:43,37.55437058,127.0145666,31
폭행,2018-12-25 13:46:39,37.56305773,126.9874849,110
절도,2018-1-20 18:24:49,37.54528339,127.0078226,82
절도,2018-10-12 21:1:20,37.5469403,127.0086004,81
절도,2018-2-17 21:19:52,37.5487697,127.0095934,69
절도,2018-12-15 5:49:46,37.5441374,127.0081187,83
폭행,2018-6-17 22:20:38,37.55685522,127.0175022,14
절도,2018-5-28 16:21:53,37.55235019,127.0148537,48
폭행,2018-10-17 16:42:45,37.5555492,127.0186772,17
폭행,2018-3-11 24:20:44,37.55115366,127.0154708,49
절도,2018-12-1 5:11:2,37.56082038,127.0092048,3
절도,2018-12-17 13:55:49,37.55920133,126.9785899,117
절도,2018-9-4 18:24:45,37.54785207,127.0116529,66
절도,2018-6-24 2:58:42,37.5439871,127.0066195,85
강도,2018-4-16 7:22:34,37.55539167,127.0167248,33
절도,2018-11-6 1:2:55,37.55435006,127.0164163,32
절도,2018-11-10 15:25:37,37.56294653,126.9871731,110
폭행,2018-8-21 17:11:47,37.54869073,127.0099755,71
절도,2018-1-4 12:32:0,37.55738835,127.0144544,95
절도,2018-5-2 15:34:21,37.54748038,127.0116497,66
강간,2018-9-21 9:42:17,37.55544676,127.015984,19
폭행,2018-7-19 6:17:28,37.54459588,127.0055553,88
폭행,2018-6-24 2:25:1,37.55187709,127.0134816,44
폭행,2018-1-13 1:21:46,37.5469534,127.0071164,77
폭행,2018-6-25 23:0:56,37.56159523,127.0086961,0
절도,2018-8-5 13:34:16,37.55831041,126.9802429,119
폭행,2018-8-23 2:27:28,37.5462438,127.0097353,73
절도,2018-3-20 2:40:28,37.54744379,127.0085822,93
절도,2018-2-25 4:14:20,37.55396519,127.0148483,31
절도,2018-5-19 16:22:0,37.54901337,127.012776,64
폭행,2018-11-6 20:12:25,37.54447911,127.0088411,84
절도,2018-10-17 1:2:53,37.54817047,127.0069801,90
폭행,2018-1-25 2:57:51,37.54658191,127.0090035,72
절도,2018-9-28 9:5:30,37.55180861,127.014267,47
폭행,2018-3-21 22:31:31,37.55801519,127.0167948,96
절도,2018-5-30 12:20:53,37.55034692,127.0105829,54
폭행,2018-6-30 18:53:46,37.56520163,127.010272,108
절도,2018-10-12 3:42:6,37.54877912,127.0083526,92
폭행,2018-11-2 14:9:10,37.55379053,127.0122367,26
절도,2018-9-3 24:26:39,37.54980881,127.0127455,62
폭행,2018-4-25 24:5:16,37.55756478,127.0197474,98
절도,2018-7-3 3:18:22,37.54998495,127.0078965,94
절도,2018-4-20 23:0:5,37.55544047,127.0189824,17
절도,2018-7-20 23:18:6,37.54847863,127.0078338,92
폭행,2018-4-24 9:42:17,37.55700683,127.0181853,15
절도,2018-8-12 18:39:58,37.55477874,127.0165625,33
폭행,2018-11-11 12:35:54,37.55551247,127.0181353,17
절도,2018-9-12 17:26:45,37.56213979,127.0083943,1
폭행,2018-8-12 14:6:46,37.54644651,127.0094504,72
절도,2018-6-28 17:30:56,37.55764234,127.0158852,97
절도,2018-7-24 7:15:4,37.54570963,127.0084,80
절도,2018-7-17 20:28:59,37.54861908,127.0118745,70
절도,2018-1-15 17:52:2,37.55386799,127.0125832,26
절도,2018-3-27 9:6:21,37.55955781,126.9795876,121
폭행,2018-8-10 21:7:59,37.55126752,127.0136691,47
폭행,2018-8-6 1:58:45,37.54800813,127.0115459,66
절도,2018-6-4 13:29:51,37.54877209,127.0076526,92
폭행,2018-3-19 0:23:14,37.55645805,127.0139568,12
폭행,2018-10-17 1:19:51,37.56446051,127.0078933,107
절도,2018-9-7 20:44:32,37.55914104,126.9792965,121
폭행,2018-1-13 14:46:58,37.55940305,126.9788984,117
절도,2018-12-22 7:14:18,37.5471968,127.0052816,75
폭행,2018-1-11 22:24:52,37.55359257,127.0124579,40
폭행,2018-12-27 21:38:51,37.54558964,127.0068931,79
절도,2018-7-21 3:48:3,37.56180708,127.0101192,5
폭행,2018-2-24 12:16:36,37.56388007,127.0106801,101
폭행,2018-1-6 16:6:55,37.5456435,127.0064616,74
폭행,2018-6-29 17:11:53,37.5595909,126.9799695,121
폭행,2018-4-18 17:21:14,37.5542622,127.0132617,26
절도,2018-1-25 24:32:4,37.54375757,127.0079148,83
폭행,2018-12-2 22:9:11,37.55638713,127.0111571,9
절도,2018-3-5 5:50:45,37.5578652,127.0151496,95
폭행,2018-6-17 9:39:56,37.54741273,127.009079,68
폭행,2018-5-18 3:42:44,37.55436433,127.0120671,27
폭행,2018-6-21 21:1:59,37.55212957,127.0107119,56
폭행,2018-7-26 17:38:49,37.55749084,127.0165332,97
폭행,2018-5-19 23:13:18,37.5624909,126.9877649,111
폭행,2018-8-12 24:56:14,37.56367563,127.0090041,102
폭행,2018-12-10 2:42:16,37.55550725,127.0128526,22
절도,2018-11-8 9:27:58,37.56239303,127.0110275,5
절도,2018-9-21 12:36:38,37.55464269,127.0123693,28
절도,2018-2-15 18:19:27,37.54743554,127.0103807,67
절도,2018-9-21 17:6:30,37.55471849,127.0137905,25
폭행,2018-10-6 11:58:30,37.5622205,126.9876052,111
폭행,2018-9-7 10:25:3,37.55732083,127.0203112,100
절도,2018-9-25 18:45:41,37.55386325,127.0163657,32
절도,2018-9-18 22:24:13,37.55793906,126.9797398,118
절도,2018-9-25 18:41:22,37.5533514,127.0106074,57
폭행,2018-2-13 16:3:1,37.5626163,127.0090373,7
절도,2018-3-2 15:35:17,37.56203809,126.9862103,112
절도,2018-11-5 19:25:23,37.56364489,127.0074304,104
절도,2018-10-14 9:6:30,37.56191512,127.0098669,2
폭행,2018-2-12 20:46:3,37.55406768,127.0151857,31
절도,2018-4-25 18:21:19,37.55082803,127.012933,52
폭행,2018-9-17 16:59:51,37.54668853,127.0043176,75
절도,2018-9-7 21:2:8,37.56262989,127.0079059,8
폭행,2018-3-21 12:20:23,37.559602,126.978384,117
폭행,2018-11-5 0:22:38,37.56555764,126.9952149,113
절도,2018-9-18 14:27:32,37.54844937,127.0112757,65
강간,2018-7-17 2:51:58,37.55864934,126.9785503,120
폭행,2018-2-6 6:53:51,37.54572882,127.0075443,79
절도,2018-1-27 4:10:5,37.54869685,127.0114893,70
절도,2018-8-24 15:26:25,37.54680763,127.0098031,72
폭행,2018-8-20 14:34:33,37.55326756,127.0103532,57
폭행,2018-3-25 12:16:56,37.56275106,127.0078624,8
절도,2018-2-20 16:2:50,37.56579579,126.9961603,113
절도,2018-4-16 18:10:47,37.55065532,127.0109763,54
절도,2018-12-8 6:57:59,37.54651195,127.0059687,78
절도,2018-10-20 21:41:49,37.54891268,127.0130577,64
폭행,2018-2-10 21:47:10,37.54446851,127.0068605,85
절도,2018-11-12 15:12:41,37.5567205,127.0120552,9
절도,2018-8-4 24:49:1,37.55631018,127.0177949,14
강간,2018-8-20 21:36:55,37.55335262,127.0162282,37
폭행,2018-2-24 12:34:39,37.54810782,127.009562,68
절도,2018-3-23 22:23:28,37.54627402,127.0084483,80
강간,2018-11-18 20:12:0,37.5625024,127.0100383,5
폭행,2018-11-21 23:16:2,37.54387133,127.0075065,85
절도,2018-6-1 18:37:23,37.56588621,126.9956884,113
절도,2018-6-30 9:22:46,37.56590775,126.9961815,113
절도,2018-4-30 22:19:37,37.54797703,127.0119523,66
폭행,2018-10-19 21:51:29,37.55487801,127.0177428,34
폭행,2018-6-16 16:20:38,37.55226732,127.0136003,44
절도,2018-11-1 19:2:30,37.54817723,127.0110983,66
폭행,2018-8-3 19:45:46,37.54735369,127.0101111,67
절도,2018-5-5 24:47:13,37.56505662,126.9968682,115
절도,2018-2-10 12:56:54,37.55673789,127.0111572,9
절도,2018-5-8 10:24:58,37.56304599,127.0082558,8
폭행,2018-11-4 24:50:6,37.56439507,127.0088393,106
폭행,2018-12-21 11:4:18,37.55868312,126.9801594,119
폭행,2018-3-22 23:44:29,37.55963854,126.9780974,117
폭행,2018-8-6 12:37:29,37.55649402,127.0125273,10
폭행,2018-8-1 6:34:7,37.55783098,127.0177085,96
폭행,2018-11-14 18:51:30,37.54476744,127.0056613,87
폭행,2018-10-4 21:27:58,37.54508444,127.0061886,87
폭행,2018-6-10 4:15:21,37.55291475,127.0171273,35
폭행,2018-10-4 10:1:5,37.55756784,127.0162649,97
폭행,2018-3-7 8:59:30,37.55162147,127.0110605,42
절도,2018-11-1 13:37:33,37.55141002,127.0152477,49
폭행,2018-11-4 22:18:4,37.55736074,126.9795409,118
폭행,2018-4-16 4:55:5,37.55424657,127.0131486,26
강도,2018-7-26 11:1:1,37.54916785,127.0083778,94
폭행,2018-7-16 2:44:41,37.55231684,127.0131425,45
폭행,2018-12-16 21:55:54,37.55471808,127.0120646,24
살인,2018-4-11 12:1:43,37.54509424,127.0058581,87
절도,2018-7-15 6:47:9,37.55416984,127.0121821,26
절도,2018-1-15 10:55:2,37.54837313,127.0087668,69
절도,2018-1-5 3:19:21,37.55259081,127.0162708,50
절도,2018-7-5 8:10:37,37.55442592,127.0116541,27
폭행,2018-5-14 14:30:25,37.55556606,127.0168686,18
폭행,2018-4-24 4:16:50,37.55315669,127.0164678,37
폭행,2018-9-9 21:20:57,37.55446537,127.0122445,26
폭행,2018-1-30 3:29:5,37.56266008,127.010395,6
폭행,2018-4-3 6:40:50,37.56337704,126.9874553,110
폭행,2018-8-27 23:5:53,37.56125261,127.0102837,4
절도,2018-4-2 23:32:0,37.55698921,127.0151273,11
폭행,2018-6-8 24:56:12,37.55003274,127.0117451,53
절도,2018-12-18 15:33:33,37.55651985,127.0129554,10
폭행,2018-6-11 22:5:10,37.54535185,127.0074728,86
폭행,2018-2-21 21:57:52,37.54623459,127.0084611,80
절도,2018-5-15 13:18:43,37.56564159,126.9970706,116
폭행,2018-10-8 18:1:33,37.55659449,127.0113176,9
